id,book_id,isbn,authors,original_publication_year,title,quantity
1461,194373,192123092,Arthur Conan Doyle,1894,The Memoirs of Sherlock Holmes,3
1462,11529868,812992792,Adam Johnson,2012,The Orphan Master's Son,2
1463,44687,345300785,David Eddings,1984,"Enchanters' End Game (The Belgariad, #5)",1
1464,991197,375714839,"Marjane Satrapi, Mattias Ripa, Blake Ferris, Anjali Singh",2003,The Complete Persepolis,0
1465,187181,449213447,Chaim Potok,1967,The Chosen,5
1466,321552,451171357,"Irving Stone, שמואל שניצר",1958,The Agony and the Ecstasy,4
1467,4912857,385528701,"Carlos Ruiz Zafón, Lucia Graves",2008,"The Angel's Game (The Cemetery of Forgotten Books, #2)",3
1468,147865,786891084,Cecelia Ahern,2004,"Love, Rosie",2
1469,774001,64441555,"Peggy Parish, Fritz Siebel",1963,Amelia Bedelia  (Amelia Bedelia #1),1
1470,16140036,,Jodi Ellen Malpas,2012,"This Man (This Man, #1)",0
1471,7723542,765326264,W. Bruce Cameron,2010,"A Dog's Purpose (A Dog's Purpose, #1)",5
1472,20560137,1595148035,Sabaa Tahir,2015,"An Ember in the Ashes (An Ember in the Ashes, #1)",4
1473,1240662,451222725,J.R. Ward,2008,"Lover Enshrined (Black Dagger Brotherhood, #6)",3
1474,15819028,62110837,Helene Wecker,2013,"The Golem and the Jinni (The Golem and the Jinni, #1)",2
1475,16081961,,"أحلام مستغانمي, Ahlam Mosteghanemi",2012,الأسود يليق بك,1
1476,297792,64410137,"Lemony Snicket, Brett Helquist",2003,"The Slippery Slope (A Series of Unfortunate Events, #10)",0
1477,31242,143037617,"Charles Dickens, Nicola Bradbury, Hablot Knight Browne",1853,Bleak House,5
1478,775597,64431436,Esphyr Slobodkina,1938,"Caps for Sale: A Tale of a Peddler, Some Monkeys and Their Monkey Business",4
1479,29396,044101268X,Jim Butcher,2004,"Furies of Calderon (Codex Alera, #1)",3
1480,13831,689878559,Tamora Pierce,1983,"Alanna: The First Adventure (Song of the Lioness, #1)",2
1481,6202342,224085611,Audrey Niffenegger,2009,Her Fearful Symmetry,1
1482,22450859,1439199353,Anita Diamant,2014,The Boston Girl,0
1483,5098079,451225856,J.R. Ward,2009,"Lover Avenged (Black Dagger Brotherhood, #7)",5
1484,77565,553288202,Dan Simmons,1990,"The Fall of Hyperion (Hyperion Cantos, #2)",4
1485,21704,446698873,James Ellroy,1987,"The Black Dahlia (L.A. Quartet, #1)",3
1486,83346,688120490,"Lewis Carroll, John Tenniel, Peter Glassman",1871,"Through the Looking-Glass, and What Alice Found There",2
1487,1848,743246985,Jung Chang,1991,Wild Swans: Three Daughters of China,1
1488,460548,394800206,P.D. Eastman,1961,"Go, Dog. Go!",0
1489,7882,60885408,"Laura Ingalls Wilder, Garth Williams",1937,"On the Banks of Plum Creek  (Little House, #4)",5
1490,22453035,1501100130,Stephen King,2015,"Finders Keepers (Bill Hodges Trilogy, #2)",4
1491,6065215,61558230,"Guillermo del Toro, Chuck Hogan",2009,"The Strain (The Strain Trilogy, #1)",3
1492,112204,316184136,"Emily Dickinson, Thomas H. Johnson",1890,The Complete Poems of Emily Dickinson,2
1493,130580,60935472,Fred Gipson,1956,"Old Yeller (Old Yeller, #1)",1
1494,773858,1416553649,Steve Martin,2007,Born Standing Up: A Comic's Life,0
1495,87640,60899190,Frank Warren,2005,PostSecret: Extraordinary Confessions from Ordinary Lives (PostSecret),5
1496,147915,7119550,George R.R. Martin,2000,"A Storm of Swords: Blood and Gold (A Song of Ice and Fire, #3: Part 2 of 2)",4
1497,348573,152047379,"Mary Norton, Beth Krush, Joe Krush",1952,"The Borrowers (The Borrowers, #1)",3
1498,11602,340818670,Stephen King,1999,Hearts in Atlantis,2
1499,28587957,345544951,Jodi Picoult,2016,Small Great Things,1
1500,11298,037571894X,"Haruki Murakami, Alfred Birnbaum",1982,"A Wild Sheep Chase (The Rat, #3)",0
1501,252499,743246071,Philippa Gregory,2003,"The Queen's Fool (The Plantagenet and Tudor Novels, #12)",5
1502,12812550,316133973,Laini Taylor,2012,"Days of Blood & Starlight (Daughter of Smoke & Bone, #2)",4
1503,8682,1842430351,Tom Robbins,1984,Jitterbug Perfume,3
1504,144350,399244573,John Flanagan,2006,"The Battle for Skandia (Ranger's Apprentice, #4)",2
1505,10576365,1423157370,Alexandra Bracken,2012,"The Darkest Minds (The Darkest Minds, #1)",1
1506,1427,60832819,"Paulo Coelho, Margaret Jull Costa",2005,The Zahir,0
1507,1134122,1416560610,Norman Vincent Peale,1952,The Power of Positive Thinking,5
1508,23346377,1846558913,Ruth Ware,2015,"In a Dark, Dark Wood",4
1509,17728,1844082938,"Edith Wharton, Nina Bawden",1905,The House of Mirth,3
1510,2454986,345501330,"Hiro Mashima, William Flanagan",2006,"Fairy Tail, Vol. 1 (Fairy Tail, #1)",2
1511,21535271,756410436,"Patrick Rothfuss, Nate  Taylor",2014,The Slow Regard of Silent Things (The Kingkiller Chronicle #2.5),1
1512,18478222,,Solomon Northup,1853,Twelve Years a Slave,0
1513,7046495,451229851,J.R. Ward,2010,"Lover Mine (Black Dagger Brotherhood, #8)",5
1514,17780,141001828,Nathaniel Philbrick,1999,In the Heart of the Sea: The Tragedy of the Whaleship Essex,4
1515,81227,743289684,Ayaan Hirsi Ali,2006,Infidel,3
1516,242472,1400063515,Nassim Nicholas Taleb,2007,The Black Swan: The Impact of the Highly Improbable,2
1517,13281368,345504984,Justin Cronin,2012,"The Twelve (The Passage, #2)",1
1518,17125,374529523,"Aleksandr Solzhenitsyn, H.T. Willetts",1962,One Day in the Life of Ivan Denisovich,0
1519,827,553380966,Neal Stephenson,1995,"The Diamond Age: or, A Young Lady's Illustrated Primer",5
1520,164154,60892994,Walter M. Miller Jr.,1959,A Canticle for Leibowitz,4
1521,7728,1580493882,"Sophocles, J.E. Thomas",-441,"Antigone (The Theban Plays, #3)",3
1522,4954833,1439138311,Colm Tóibín,2009,Brooklyn,2
1523,8525590,1442409053,Lauren DeStefano,2011,"Wither (The Chemical Garden, #1)",1
1524,27161156,62300547,J.D. Vance,2016,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,0
1525,113435,312864590,Robert Jordan,2003,"Crossroads of Twilight (Wheel of Time, #10)",5
1526,35220,1580495869,Stephen Crane,1871,The Red Badge of Courage,4
1527,21413662,544272994,Randall Munroe,2014,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,3
1528,55399,765348780,Steven Erikson,1999,"Gardens of the Moon (The Malazan Book of the Fallen, #1)",2
1529,816720,7251866,Paulo Coelho,2006,The Witch Of Portobello,1
1530,77276,440401585,Madeleine L'Engle,1978,"A Swiftly Tilting Planet (A Wrinkle in Time Quintet, #3)",0
1531,262430,043977134X,Suzanne Collins,2003,"Gregor the Overlander (Underland Chronicles, #1)",5
1532,8554005,1439102724,Jodi Picoult,2011,Sing You Home,4
1533,31336,345419634,Anne Rice,1992,"The Tale of the Body Thief (The Vampire Chronicles, #4)",3
1534,15158,446615625,David Baldacci,2005,"The Camel Club (Camel Club, #1)",2
1535,33676,316155608,James Patterson,2006,"Saving the World and Other Extreme Sports (Maximum Ride, #3)",1
1536,43892,812551478,Terry Goodkind,1996,"Blood of the Fold (Sword of Truth, #3)",0
1537,16180,743272501,Philippa Gregory,2006,"The Boleyn Inheritance (The Plantagenet and Tudor Novels, #10)",5
1538,22501028,385683421,Anne Tyler,2015,A Spool of Blue Thread,4
1539,30555488,385542364,Colson Whitehead,2016,The Underground Railroad,3
1540,106085,786838930,Melissa de la Cruz,2007,"Masquerade (Blue Bloods, #2)",2
1541,8685612,373210183,Julie Kagawa,2011,"The Iron Queen (The Iron Fey, #3)",1
1542,16034964,988393506,Cora Carmack,2012,"Losing It (Losing It, #1)",0
1543,13573236,385535144,John Grisham,2012,The Racketeer,5
1544,6192,143036378,J.M. Coetzee,1999,Disgrace,4
1545,776407,525444440,"A.A. Milne, Ernest H. Shepard",1928,"The House at Pooh Corner (Winnie-the-Pooh, #2)",3
1546,7165300,316075558,Brent Weeks,2010,"The Black Prism (Lightbringer, #1)",2
1547,6976,143036696,Sue Monk Kidd,2004,The Mermaid Chair,1
1548,537296,64440206,Arnold Lobel,1970,"Frog and Toad Are Friends (Frog and Toad, #1)",0
1549,324277,64410129,"Lemony Snicket, Brett Helquist",2002,"The Carnivorous Carnival (A Series of Unfortunate Events, #9)",5
1550,6574102,1423116399,Ally Carter,2010,"Heist Society (Heist Society, #1)",4
1551,29437949,1250121000,B.A. Paris,2016,Behind Closed Doors,3
1552,682804,345348109,Michael Shaara,1974,"The Killer Angels (The Civil War Trilogy, #2)",2
1553,30274,425201392,Laurell K. Hamilton,1995,"Circus of the Damned (Anita Blake, Vampire Hunter, #3)",1
1554,59264,786818611,Jonathan Stroud,2006,"Ptolemy's Gate (Bartimaeus, #3)",0
1555,29981,553214322,H.G. Wells,1896,The Island of Dr. Moreau,5
1556,13362536,1620610094,Jennifer L. Armentrout,2012,"Opal (Lux, #3)",4
1557,6512154,1934781630,Dave Eggers,2008,Zeitoun,3
1558,6609765,141697170X,Sharon M. Draper,2010,Out of My Mind,2
1559,12716010,,Lauren Kate,2012,"Rapture (Fallen, #4)",1
1560,8564935,1453688935,Amanda Hocking,2010,"Switched (Trylle, #1)",0
1561,130440,679774386,"Boris Pasternak, Max Hayward, Manya Harari, John Bayley",1957,Doctor Zhivago,5
1562,22609310,1476791457,Colleen Hoover,2015,Confess,4
1563,15034320,1469216000,Blake Crouch,2012,"Pines (Wayward Pines, #1)",3
1564,7675,99303744,Michael Crichton,1994,Disclosure,2
1565,12875355,307959856,P.D. James,2012,Death Comes to Pemberley,1
1566,5246,142437808,Edith Wharton,1911,Ethan Frome,0
1567,5205,385720106,"Jane Hamilton, Frank  Muller, C.J. Critt",1992,A Map of the World,5
1568,27362503,,Colleen Hoover,2016,It Ends with Us,4
1569,143534,141693586X,"O. Henry, Lisbeth Zwerger",1905,The Gift of the Magi,3
1570,7442,553380648,Tom Wolfe,1968,The Electric Kool-Aid Acid Test,2
1571,7437,802140181,"William S. Burroughs, James Grauerholz, Barry  Miles",1959,Naked Lunch,1
1572,25100,156389226X,"Neil Gaiman, Kelley Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Steve Erickson",1991,Dream Country (The Sandman #3),0
1573,5360,385337930,John Grisham,2001,A Painted House,5
1574,18423,441007317,"Ursula K. Le Guin, Lech Jęczmyk",1969,The Left Hand of Darkness,4
1575,3213286,142412147,"John Green, Maureen Johnson, Lauren Myracle",2008,Let It Snow: Three Holiday Romances,3
1576,7912007,1439192561,Stephen King,2010,"Full Dark, No Stars",2
1577,20696006,805095152,Atul Gawande,2014,Being Mortal: Medicine and What Matters in the End,1
1578,32439,553582917,Dean Koontz,1987,Intensity,0
1579,6472246,446552445,Chelsea Handler,2010,Chelsea Chelsea Bang Bang,5
1580,37793,1406914835,"Henrik Ibsen, Michael   Meyer",1879,A Doll's House,4
1581,12658,375760377,James A. Michener,1959,Hawaii,3
1582,48328,413757102,Richard Yates,1961,Revolutionary Road,2
1583,25373,375835318,"Rachel Cohn, David Levithan",2006,Nick & Norah's Infinite Playlist,1
1584,18545,802132758,"Tom Stoppard, Henry Popkin",1966,Rosencrantz and Guildenstern Are Dead,0
1585,9409458,545259088,Maggie Stiefvater,2011,"Forever (The Wolves of Mercy Falls, #3)",5
1586,607639,1573226521,Alex Garland,1996,The Beach,4
1587,6617928,143145541,"Beth Hoffman, Jenna Lamia",2010,Saving CeeCee Honeycutt,3
1588,10407279,575096578,Charlaine Harris,2012,"Deadlocked (Sookie Stackhouse, #12)",2
1589,10579,1416524355,Stephen King,2002,Everything's Eventual: 14 Dark Tales,1
1590,91244,192750968,Beverly Cleary,1955,"Beezus and Ramona (Ramona, #1)",0
1591,13667,141650964X,Ursula K. Le Guin,1972,"The Farthest Shore (Earthsea Cycle, #3)",5
1592,7667,99556316,Michael Crichton,1996,Airframe,4
1593,13812,553564943,Raymond E. Feist,1982,"Magician: Apprentice (The Riftwar Saga, #1)",3
1594,854757,312987854,Jennifer Crusie,2004,Bet Me,2
1595,318431,316548189,Nelson Mandela,1994,Long Walk to Freedom,1
1596,20707959,038553714X,John Grisham,2014,Gray Mountain,0
1597,122,034541005X,Bryce Courtenay,1989,"The Power of One (The Power of One, #1)",5
1598,29999,752865331,Dashiell Hammett,1930,The Maltese Falcon,4
1599,8949352,312364423,Kristin Hannah,2011,Night Road,3
1600,220970,515128635,Lee Child,1999,"Tripwire  (Jack Reacher, #3)",2
1601,26329,055380491X,Daniel Goleman,1995,Emotional Intelligence: Why It Can Matter More Than IQ,1
1602,6585201,045146317X,Jim Butcher,2010,"Changes (The Dresden Files, #12)",0
1603,773951,670674249,"Munro Leaf, Robert Lawson",1936,The Story of Ferdinand,5
1604,270805,1416903569,Ellen Hopkins,2007,"Impulse (Impulse, #1)",4
1605,6440,140436588,Walter Scott,1819,Ivanhoe,3
1606,86663,312936222,Janet Evanovich,2004,"Ten Big Ones (Stephanie Plum, #10)",2
1607,32506,446690457,Michael Connelly,1996,"The Poet (Jack McEvoy, #1; Harry Bosch Universe, #5)",1
1608,7719245,61985848,Kiersten White,2010,"Paranormalcy (Paranormalcy, #1)",0
1609,7351574,316087378,Mark Cotta Vaz,2010,"Eclipse: The Complete Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #3)",5
1610,13127599,61257095,Adriana Trigiani,2012,The Shoemaker's Wife,4
1611,784911,1590387422,Brandon Mull,2006,"Rise of the Evening Star (Fablehaven, #2)",3
1612,10305231,1455806854,"Nora Roberts, MacLeod Andrews",2011,"The Next Always (Inn BoonsBoro, #1)",2
1613,2195464,307269191,"Haruki Murakami, Philip Gabriel",2007,What I Talk About When I Talk About Running,1
1614,8680278,1416995587,Jenny Han,2011,"We'll Always Have Summer (Summer, #3)",0
1615,6480781,307268195,"Andre Agassi, J.R. Moehringer",2009,Open,5
1616,136782,014240165X,Anthony Horowitz,2000,"Stormbreaker (Alex Rider, #1)",4
1617,21745,1590860624,"Lee Child, Dick Hill",2002,"Without Fail (Jack Reacher, #6)",3
1618,95617,842377506,"Francine Rivers, Richard Ferrone",1993,"A Voice in the Wind (Mark of the Lion, #1)",2
1619,8726744,031613290X,Stephenie Meyer,2005,"The Twilight Saga Complete Collection  (Twilight, #1-4 + 3.5)",1
1620,14817,057507681X,Philip K. Dick,1977,A Scanner Darkly,0
1621,6452796,1594488843,Daniel H. Pink,2008,Drive: The Surprising Truth About What Motivates Us,5
1622,162898,1416534733,Mark Twain,1889,A Connecticut Yankee in King Arthur's Court,4
1623,106069,1563894696,"Jeph Loeb, Tim Sale, Gregory Wright, Richard Starkings",1997,Batman: The Long Halloween,3
1624,298275,811201880,"Jean-Paul Sartre, Lloyd Alexander, Hayden Carruth",1938,Nausea,2
1625,1846,785268839,John Eldredge,2001,Wild at Heart: Discovering the Secret of a Man's Soul,1
1626,5217282,1606410423,Brandon Mull,2009,"Secrets of the Dragon Sanctuary (Fablehaven, #4)",0
1627,3507,312349486,Janet Evanovich,2006,"Twelve Sharp (Stephanie Plum, #12)",5
1628,12287209,,Hugh Howey,2011,"Wool (Wool, #1)",4
1629,13662,689845367,Ursula K. Le Guin,1970,"The Tombs of Atuan (Earthsea Cycle, #2)",3
1630,3475161,451462564,Jim Butcher,2009,"Turn Coat (The Dresden Files, #11)",2
1631,608474,140439072,"Arthur Conan Doyle, Peter Ackroyd, Ed Glinert",1890,The Sign of Four,1
1632,967494,039921920X,Jan Brett,1929,The Mitten,0
1633,31338,096319254X,Anne Rice,1995,"Memnoch the Devil (The Vampire Chronicles, #5)",5
1634,2402971,385733585,Michael Scott,2008,"The Magician (The Secrets of the Immortal Nicholas Flamel, #2)",4
1635,766955,689832133,"Doreen Cronin, Betsy Lewin",1999,"Click, Clack, Moo: Cows That Type",3
1636,1412138,441015662,Patricia Briggs,2008,"Iron Kissed (Mercy Thompson, #3)",2
1637,9378297,765328658,Kendare Blake,2011,"Anna Dressed in Blood (Anna, #1)",1
1638,253058,1423321677,"Terry Goodkind, Dick Hill",1997,"Temple of the Winds (Sword of Truth, #4)",0
1639,310146,380714752,Avi,1990,The True Confessions of Charlotte Doyle,5
1640,4929705,1565125967,Robert Goolrick,2009,A Reliable Wife,4
1641,248596,380729407,Ray Bradbury,1962,"Something Wicked This Way Comes (Green Town, #2)",3
1642,11334,140003342X,Toni Morrison,1977,Song of Solomon,2
1643,318525,394298667,Tom Clancy,1986,Red Storm Rising,1
1644,227571,802139256,Leif Enger,2001,Peace Like a River,0
1645,22285,385517874,Chuck Palahniuk,2007,Rant,5
1646,9534,812565959,Orson Scott Card,2000,"Shadow of the Hegemon (Ender's Shadow, #2)",4
1647,7704143,,أحمد مراد,2010,تراب الماس,3
1648,505304,307021343,"Janette Sebring Lowrey, Gustaf Tenggren",1942,The Poky Little Puppy (A Little Golden Book),2
1649,5196,440235596,Maeve Binchy,1998,Tara Road,1
1650,37677,1587263890,Jack London,1906,The Call of the Wild/White Fang,0
1651,13188676,,Tahereh Mafi,2014,"Ignite Me (Shatter Me, #3)",5
1652,568645,1423100050,Ally Carter,2007,"Cross My Heart and Hope to Spy (Gallagher Girls, #2)",4
1653,285205,441014739,Patricia Briggs,2007,"Blood Bound (Mercy Thompson, #2)",3
1654,12216302,451464400,Jim Butcher,2012,"Cold Days (The Dresden Files, #14)",2
1655,17204,399154094,Kate Jacobs,2006,"The Friday Night Knitting Club (Friday Night Knitting Club, #1)",1
1656,38743,312330863,James Herriot,1973,All Things Bright and Beautiful (All Creatures Great and Small),0
1657,6759,316921173,David Foster Wallace,1996,Infinite Jest,5
1658,18297707,,Emma Chase,2013,"Tangled (Tangled, #1)",4
1659,530965,812967127,John Wyndham,1951,The Day of the Triffids,3
1660,9850443,62041266,"Patrick deWitt, Marcelo Barbão",2011,The Sisters Brothers,2
1661,6905012,61922315,Shilpi Somaya Gowda,2010,Secret Daughter,1
1662,6693,375822070,"Roald Dahl, Quentin Blake",1970,Fantastic Mr. Fox,0
1663,68591,9504915248,"Paulo Coelho, Montserrat Mira",1990,Brida,5
1664,18521,141183535,Virginia Woolf,1929,A Room of One's Own,4
1665,1268479,,Brandon Sanderson,2009,"Warbreaker (Warbreaker, #1)",3
1666,42038,1903436575,"William Shakespeare, Katherine Duncan-Jones",1592,Shakespeare's Sonnets,2
1667,8492856,670012947,Sarah Dessen,2011,What Happened to Goodbye,1
1668,23437156,1627792120,Leigh Bardugo,2015,"Six of Crows (Six of Crows, #1)",0
1669,17020,60541431,Maureen Johnson,2005,"13 Little Blue Envelopes (Little Blue Envelope, #1)",5
1670,104189,849900417,"Ron Hall, Denver Moore, Lynn Vincent",2005,Same Kind of Different as Me,4
1671,23734628,1250049555,Rainbow Rowell,2015,Carry On,3
1672,10235,812973011,Tracy Kidder,2003,"Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, A Man Who Would Cure the World",2
1673,18149927,,Jodi Ellen Malpas,2013,"Beneath This Man (This Man, #2)",1
1674,9579634,7423292,Mark  Lawrence,2011,"Prince of Thorns (The Broken Empire, #1)",0
1675,5187,385265700,Jane Hamilton,1988,The Book of Ruth,5
1676,9593,385333870,Kurt Vonnegut Jr.,1985,Galápagos,4
1677,7661,60872985,Michael Crichton,2006,Next,3
1678,13376,689852231,Nancy Farmer,2002,"The House of the Scorpion (Matteo Alacran, #1)",2
1679,27494,1416523715,Walt Whitman,1855,Leaves of Grass,1
1680,114159,749935332,Nora Roberts,2004,"Blue Dahlia (In the Garden, #1)",0
1681,32067,014303961X,"D.H. Lawrence, Doris Lessing, Chester Brown",1928,Lady Chatterley's Lover,5
1682,10079321,043402080X,Lev Grossman,2011,"The Magician King (The Magicians, #2)",4
1683,1171,140143459,Michael   Lewis,1989,Liar's Poker,3
1684,1052,451205367,George S. Clason,1926,The Richest Man in Babylon,2
1685,10915,743418719,Jodi Picoult,2001,Salem Falls,1
1686,189802,345403959,"David Eddings, Leigh Eddings",1995,Belgarath the Sorcerer,0
1687,53764,575070706,Frank Herbert,1977,The Great Dune Trilogy  ,5
1688,25893709,1400067693,"Elizabeth Strout, Goran Skrobonja",2016,My Name Is Lucy Barton,4
1689,1158967,553805487,Sarah Addison Allen,2007,"Garden Spells (Waverley Family, #1)",3
1690,8058301,045146379X,Jim Butcher,2011,"Ghost Story (The Dresden Files,  #13)",2
1691,36529,1580495761,Frederick Douglass,1845,Narrative of the Life of Frederick Douglass,1
1692,10412,141694740X,"Greg Behrendt, Liz Tuccillo",2004,He's Just Not That Into You: The No-Excuses Truth to Understanding Guys,0
1693,44659,345468643,David Eddings,1982,"Pawn of Prophecy (The Belgariad, #1)",5
1694,40317,312349491,Janet Evanovich,2007,"Lean Mean Thirteen (Stephanie Plum, #13)",4
1695,41684,451529758,"Rudyard Kipling, Alev Lytle Croutier",1895,The Jungle Books,3
1696,27266,451219945,Rachel Caine,2006,"Glass Houses (The Morganville Vampires, #1)",2
1697,11413,785264698,"John Eldredge, Stasi Eldredge",2004,Captivating: Unveiling the Mystery of a Woman's Soul,1
1698,342445,785121447,"Peter David, Robin Furth, Jae Lee, Richard Isanove, Stephen King",2007,The Dark Tower: The Gunslinger Born,0
1699,21104828,,Kate Morton,2015,The Lake House,5
1700,15811545,670026638,Ruth Ozeki,2013,A Tale for the Time Being,4
1701,9010,806527285,Tucker Max,2006,"I Hope They Serve Beer in Hell (Tucker Max, #1)",3
1702,17200687,,"Jay Crownover, Charlotte Connan de vries",2012,"Rule (Marked Men, #1)",2
1703,17799,99448572,"Haruki Murakami, Philip Gabriel",1992,"South of the Border, West of the Sun",1
1704,9592,385334141,Kurt Vonnegut Jr.,1961,Mother Night,0
1705,28815,006124189X,Robert B. Cialdini,1984,Influence: The Psychology of Persuasion,5
1706,32559,451526759,"Edgar Allan Poe, Stephen Marlowe",1960,The Fall of the House of Usher and Other Tales ,4
1707,232576,440416795,Louise Fitzhugh,1964,Harriet the Spy (Harriet the Spy #1),3
1708,20821087,1594633118,Sarah Waters,2014,The Paying Guests,2
1709,16433,553588265,Dean Koontz,2005,"Forever Odd (Odd Thomas, #2)",1
1710,7507825,767919386,Bill Bryson,2010,At Home: A Short History of Private Life,0
1711,82748,60555955,Marian Keyes,2000,Sushi for Beginners,5
1712,338691,312948557,Louise Penny,2005,"Still Life (Chief Inspector Armand Gamache, #1)",4
1713,9300,99489988,Marian Keyes,1995,"Watermelon (Walsh Family, #1)",3
1714,12557,143038109,Amy Tan,1991,The Kitchen God's Wife,2
1715,943402,1847241697,John Ajvide Lindqvist,2004,Let the Right One In,1
1716,12971616,61974587,Pittacus Lore,2012,"The Rise of Nine (Lorien Legacies, #3)",0
1717,32552,1593080646,"Edgar Allan Poe, Benjamin F. Fisher",1849,Essential Tales and Poems,5
1718,5454,385731051,Ann Brashares,2003,"The Second Summer of the Sisterhood (Sisterhood, #2)",4
1719,32435,425181103,Dean Koontz,1983,Phantoms,3
1720,7664334,1416990658,Morgan Matson,2010,Amy & Roger's Epic Detour,2
1721,175510,1586608290,Oswald Chambers,1926,My Utmost for His Highest,1
1722,34494,60012382,Terry Pratchett,2003,"The Wee Free Men (Discworld, #30; Tiffany Aching, #1)",0
1723,11710373,385344430,Diana Gabaldon,2014,"Written in My Own Heart's Blood (Outlander, #8)",5
1724,7402393,039925482X,Andrea Cremer,2010,Nightshade (Nightshade #1; Nightshade World #4),4
1725,6324090,,"Lewis Carroll, John Tenniel",1865,Alice's Adventures in Wonderland,3
1726,100464,190444248X,Cornelia Funke,1997,"Dragon Rider (Dragon Rider, #1)",2
1727,357,671742515,Douglas Adams,1988,"The Long Dark Tea-Time of the Soul (Dirk Gently, #2)",1
1728,22544764,804179034,Naomi Novik,2015,Uprooted,0
1729,22816087,,Neal Stephenson,2015,Seveneves,5
1730,16278318,804137250,Ernest Cline,2015,Armada,4
1731,6736971,345503813,Peter V. Brett,2010,"The Desert Spear (Demon Cycle, #2)",3
1732,209194,7151667,Agatha Christie,1924,The Man in the Brown Suit,2
1733,5352,385339593,John Grisham,2002,The Summons,1
1734,139069,078670621X,Alfred Lansing,1959,Endurance: Shackleton's Incredible Voyage,0
1735,23220,60525118,Meg Cabot,2005,"Size 12 Is Not Fat (Heather Wells, #1)",5
1736,27833670,1101904224,Blake Crouch,2016,Dark Matter,4
1737,23174274,62310666,Victoria Aveyard,2016,"Glass Sword (Red Queen, #2)",3
1738,5310515,385737424,Rebecca Stead,2009,When You Reach Me,2
1739,2666,553381342,Tom Wolfe,1987,The Bonfire of the Vanities,1
1740,23899174,1101875046,Judy Blume,2015,In the Unlikely Event,0
1741,131359,553119222,Agatha Christie,1937,"Death on the Nile (Hercule Poirot, #17)",5
1742,207153,689862229,Phyllis Reynolds Naylor,1991,"Shiloh (Shiloh, #1)",4
1743,14061955,805094601,Leigh Bardugo,2013,"Siege and Storm (Shadow and Bone, #2)",3
1744,465226,184343217X,"Jo Nesbø, Don Bartlett",2000,"The Redbreast (Harry Hole, #3)",2
1745,6050678,1416971734,Scott Westerfeld,2009,"Leviathan (Leviathan, #1)",1
1746,13153,6498523,James Patterson,1995,Hide and Seek,0
1747,4499669,805448659,"Stephen Kendrick, Alex Kendrick",2008,The Love Dare,5
1748,14756,743470125,Jennifer Weiner,2005,Goodnight Nobody,4
1749,263050,330488902,Ben Sherwood,2004,The Death and Life of Charlie St. Cloud,3
1750,4866,671035975,Dale Carnegie,1944,How to Stop Worrying and Start Living,2
1751,114145,515114693,Nora Roberts,1994,"Born in Fire (Born In Trilogy, #1)",1
1752,77262,60921145,Barbara Kingsolver,1990,Animal Dreams,0
1753,11561469,,Rebecca Donovan,2011,"Reason to Breathe (Breathing, #1)",5
1754,6485421,1416997857,Cassandra Clare,2009,"The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass (The Mortal Instruments, #1-3)",4
1755,14554,6479677,Sidney Sheldon,1985,"If Tomorrow Comes (Tracy Whitney Series, #1)",3
1756,276287,3822858641,"M.C. Escher, Bruce Brooks Pfeiffer",1956,M.C. Escher: The Graphic Work,2
1757,27252,345416260,Donna Woolfolk Cross,1996,Pope Joan,1
1758,6259,679776818,Sebastian Faulks,1993,Birdsong,0
1759,121127,081257639X,Terry Goodkind,2000,"Faith of the Fallen (Sword of Truth, #6)",5
1760,7243142,1606412388,Brandon Mull,2010,"Keys to the Demon Prison (Fablehaven, #5)",4
1761,6346975,159420229X,Joshua Foer,2011,Moonwalking with Einstein: The Art and Science of Remembering Everything,3
1762,5176,345443284,Sue Miller,1998,While I Was Gone,2
1763,33668,446613363,"James Patterson, Maxine Paetro",2005,"4th of July (Women's Murder Club, #4)",1
1764,2179276,1423108361,Eoin Colfer,2008,"The Time Paradox (Artemis Fowl, #6)",0
1765,858719,059044297X,Norman Bridwell,1963,Clifford the Big Red Dog,5
1766,12680907,803734735,Kristin Cashore,2012,"Bitterblue (Graceling Realm, #3)",4
1767,6604794,803734956,Jandy Nelson,2010,The Sky Is Everywhere,3
1768,34504,61020664,Terry Pratchett,1988,"Wyrd Sisters (Discworld, #6; Witches #2)",2
1769,17617277,1301347949,Katy Evans,2013,"Real (Real, #1)",1
1770,15729539,62200577,Joe Hill,2013,NOS4A2,0
1771,337113,140434747,"Anne Brontë, Stevie Davies",1848,The Tenant of Wildfell Hall,5
1772,272895,965476022,"Walter Farley, Keith Ward",1941,"The Black Stallion (The Black Stallion, #1)",4
1773,13600318,,S.C. Stephens,2013,"Reckless (Thoughtless, #3)",3
1774,65111,64410145,"Lemony Snicket, Brett Helquist",2004,"The Grim Grotto (A Series of Unfortunate Events, #11)",2
1775,581409,8424133498,Tomie dePaola,1975,Strega Nona,1
1776,11381643,983212546,R.L. Mathewson,2011,"Playing for Keeps (Neighbor from Hell, #1)",0
